date,open,high,low,close,volume,symbol,data_source
2024-03-13,90.79,91.54,90.71,91.53,51262013,UPCOMINDEX,vnstock_local_update
2024-03-14,91.55,91.95,91.3,91.62,49569918,UPCOMINDEX,vnstock_local_update
2024-03-15,91.62,91.74,90.91,91.35,53912578,UPCOMINDEX,vnstock_local_update
2024-03-18,91.35,91.45,89.39,90.32,59096170,UPCOMINDEX,vnstock_local_update
2024-03-19,90.32,90.68,90.22,90.6,30489087,UPCOMINDEX,vnstock_local_update
2024-03-20,90.59,90.77,90.25,90.54,36318827,UPCOMINDEX,vnstock_local_update
2024-03-21,90.55,90.82,90.33,90.82,39792538,UPCOMINDEX,vnstock_local_update
2024-03-22,90.83,91.3,90.71,90.95,61596383,UPCOMINDEX,vnstock_local_update
2024-03-25,90.96,91.48,90.8,91.09,38824235,UPCOMINDEX,vnstock_local_update
2024-03-26,91.1,91.24,90.91,91.2,31008141,UPCOMINDEX,vnstock_local_update
2024-03-27,91.22,91.46,90.91,91.18,43744738,UPCOMINDEX,vnstock_local_update
2024-03-28,91.19,91.54,91.16,91.48,36597746,UPCOMINDEX,vnstock_local_update
2024-03-29,91.49,91.76,91.35,91.57,42154412,UPCOMINDEX,vnstock_local_update
2024-04-01,91.57,91.63,91.21,91.33,32505522,UPCOMINDEX,vnstock_local_update
2024-04-02,91.33,91.41,90.8,91.4,49110891,UPCOMINDEX,vnstock_local_update
2024-04-03,91.41,91.55,91.09,91.15,50469383,UPCOMINDEX,vnstock_local_update
2024-04-04,91.15,91.25,90.76,91.01,40546381,UPCOMINDEX,vnstock_local_update
2024-04-05,91.01,91.04,90.33,90.65,79978183,UPCOMINDEX,vnstock_local_update
2024-04-08,90.66,90.94,90.42,90.53,39506309,UPCOMINDEX,vnstock_local_update
2024-04-09,90.53,90.62,90.1,90.57,39572249,UPCOMINDEX,vnstock_local_update
2024-04-10,90.57,91.09,90.5,90.65,39065742,UPCOMINDEX,vnstock_local_update
2024-04-11,90.65,90.94,90.32,90.92,29097065,UPCOMINDEX,vnstock_local_update
2024-04-12,90.92,91.37,90.8,91.21,64830003,UPCOMINDEX,vnstock_local_update
2024-04-15,91.21,91.23,88.74,88.98,71889980,UPCOMINDEX,vnstock_local_update
2024-04-16,88.99,89.08,87.49,88.63,59105255,UPCOMINDEX,vnstock_local_update
2024-04-17,88.63,88.93,88.02,88.15,44939576,UPCOMINDEX,vnstock_local_update
2024-04-19,88.15,88.17,86.62,87.16,66411195,UPCOMINDEX,vnstock_local_update
2024-04-22,87.16,88.06,87.16,88.02,35491242,UPCOMINDEX,vnstock_local_update
2024-04-23,88.02,88.29,87.27,87.51,27518105,UPCOMINDEX,vnstock_local_update
2024-04-24,87.51,88.53,87.47,88.37,25322507,UPCOMINDEX,vnstock_local_update
2024-04-25,88.37,88.56,87.9,88.33,21720992,UPCOMINDEX,vnstock_local_update
2024-04-26,88.33,88.81,88.26,88.76,33138435,UPCOMINDEX,vnstock_local_update
2024-05-02,88.76,89.7,88.56,89.7,22902985,UPCOMINDEX,vnstock_local_update
2024-05-03,89.69,90.49,89.39,89.78,33255809,UPCOMINDEX,vnstock_local_update
2024-05-06,89.79,90.67,89.79,90.65,43233229,UPCOMINDEX,vnstock_local_update
2024-05-07,90.64,91.31,90.6,91.1,42748111,UPCOMINDEX,vnstock_local_update
2024-05-08,91.1,91.69,90.87,91.57,58012676,UPCOMINDEX,vnstock_local_update
2024-05-09,91.57,92.11,91.52,91.91,52863216,UPCOMINDEX,vnstock_local_update
2024-05-10,91.91,92.17,91.16,91.72,61430351,UPCOMINDEX,vnstock_local_update
2024-05-13,91.74,92.14,91.13,91.48,41224033,UPCOMINDEX,vnstock_local_update
2024-05-14,91.5,92.01,91.26,91.62,42685083,UPCOMINDEX,vnstock_local_update
2024-05-15,91.63,92.3,91.63,92.1,47096412,UPCOMINDEX,vnstock_local_update
2024-05-16,92.12,92.77,92.12,92.7,61312489,UPCOMINDEX,vnstock_local_update
2024-05-17,92.71,93.27,92.59,93.07,68362672,UPCOMINDEX,vnstock_local_update
2024-05-20,93.07,93.65,93.02,93.53,61015423,UPCOMINDEX,vnstock_local_update
2024-05-21,93.53,94.54,93.49,94.45,141550845,UPCOMINDEX,vnstock_local_update
2024-05-22,94.45,95.28,94.32,94.7,108422141,UPCOMINDEX,vnstock_local_update
2024-05-23,94.71,95.22,94.16,95.17,93357240,UPCOMINDEX,vnstock_local_update
2024-05-24,95.13,95.79,93.67,94.4,135166995,UPCOMINDEX,vnstock_local_update
2024-05-27,94.37,95.13,94.29,94.87,53222867,UPCOMINDEX,vnstock_local_update
2024-05-28,94.88,95.62,94.8,95.62,63982635,UPCOMINDEX,vnstock_local_update
2024-05-29,95.62,96.42,95.62,95.92,85774491,UPCOMINDEX,vnstock_local_update
2024-05-30,95.92,95.94,94.77,95.8,68002409,UPCOMINDEX,vnstock_local_update
2024-05-31,95.8,96.2,95.55,95.88,101103272,UPCOMINDEX,vnstock_local_update
2024-06-03,95.88,97.05,95.85,96.93,58049376,UPCOMINDEX,vnstock_local_update
2024-06-04,96.89,97.16,96.63,97.0,76273247,UPCOMINDEX,vnstock_local_update
2024-06-05,96.97,97.71,96.97,97.46,66213108,UPCOMINDEX,vnstock_local_update
2024-06-06,97.46,98.56,97.46,98.32,66350163,UPCOMINDEX,vnstock_local_update
2024-06-07,98.32,98.87,98.19,98.86,100116486,UPCOMINDEX,vnstock_local_update
2024-06-10,98.87,99.71,98.85,99.56,64780810,UPCOMINDEX,vnstock_local_update
2024-06-11,99.56,99.74,98.47,98.95,72011018,UPCOMINDEX,vnstock_local_update
2024-06-12,98.96,99.14,97.95,99.14,76612051,UPCOMINDEX,vnstock_local_update
2024-06-13,99.14,99.45,98.67,99.02,63714899,UPCOMINDEX,vnstock_local_update
2024-06-14,99.02,99.17,97.83,98.05,111529603,UPCOMINDEX,vnstock_local_update
2024-06-17,98.05,98.27,97.61,98.09,52393218,UPCOMINDEX,vnstock_local_update
2024-06-18,98.09,98.62,97.91,98.31,62300935,UPCOMINDEX,vnstock_local_update
2024-06-19,98.31,98.46,97.61,98.36,55771774,UPCOMINDEX,vnstock_local_update
2024-06-20,98.38,99.27,98.21,99.27,63225144,UPCOMINDEX,vnstock_local_update
2024-06-21,99.28,100.59,99.28,100.58,114516620,UPCOMINDEX,vnstock_local_update
2024-06-24,100.58,101.25,98.69,99.06,98864811,UPCOMINDEX,vnstock_local_update
2024-06-25,99.06,99.28,98.29,98.83,57362591,UPCOMINDEX,vnstock_local_update
2024-06-26,98.81,99.01,98.1,98.9,52015646,UPCOMINDEX,vnstock_local_update
2024-06-27,98.9,99.07,98.14,98.53,43450153,UPCOMINDEX,vnstock_local_update
2024-06-28,98.52,98.72,96.8,97.54,82028120,UPCOMINDEX,vnstock_local_update
2024-07-01,97.54,97.62,96.53,97.3,41132475,UPCOMINDEX,vnstock_local_update
2024-07-02,97.26,97.58,97.18,97.58,37948423,UPCOMINDEX,vnstock_local_update
2024-07-03,97.58,97.9,97.46,97.9,37767620,UPCOMINDEX,vnstock_local_update
2024-07-04,97.91,98.39,97.9,98.26,60853437,UPCOMINDEX,vnstock_local_update
2024-07-05,98.26,98.76,98.01,98.26,62125681,UPCOMINDEX,vnstock_local_update
2024-07-08,98.27,98.75,98.08,98.58,53867794,UPCOMINDEX,vnstock_local_update
2024-07-09,98.59,99.25,98.55,99.25,62832230,UPCOMINDEX,vnstock_local_update
2024-07-10,99.26,99.6,98.64,98.7,62722422,UPCOMINDEX,vnstock_local_update
2024-07-11,98.68,99.3,98.24,98.32,45671459,UPCOMINDEX,vnstock_local_update
2024-07-12,98.32,98.58,97.78,98.14,62457895,UPCOMINDEX,vnstock_local_update
2024-07-15,98.15,98.41,97.53,97.92,39725996,UPCOMINDEX,vnstock_local_update
2024-07-16,97.92,98.49,97.9,98.26,61928722,UPCOMINDEX,vnstock_local_update
2024-07-17,98.22,98.77,96.34,97.27,91916897,UPCOMINDEX,vnstock_local_update
2024-07-18,97.23,97.71,96.38,97.61,53843092,UPCOMINDEX,vnstock_local_update
2024-07-19,97.63,98.04,96.49,96.78,53569001,UPCOMINDEX,vnstock_local_update
2024-07-22,96.78,96.82,94.88,95.65,62252071,UPCOMINDEX,vnstock_local_update
2024-07-23,95.64,95.8,94.05,94.4,55980071,UPCOMINDEX,vnstock_local_update
2024-07-24,94.4,94.54,93.28,94.53,46785412,UPCOMINDEX,vnstock_local_update
2024-07-25,94.54,94.63,93.89,94.51,30751698,UPCOMINDEX,vnstock_local_update
2024-07-26,94.51,95.18,94.39,95.18,43855558,UPCOMINDEX,vnstock_local_update
2024-07-29,95.18,95.73,95.11,95.46,34328142,UPCOMINDEX,vnstock_local_update
2024-07-30,95.47,95.58,94.82,95.24,35327477,UPCOMINDEX,vnstock_local_update
2024-07-31,95.24,95.44,94.67,95.07,44237353,UPCOMINDEX,vnstock_local_update
2024-08-01,95.07,95.25,93.04,93.52,56785627,UPCOMINDEX,vnstock_local_update
2024-08-02,93.51,93.79,92.35,93.77,56982265,UPCOMINDEX,vnstock_local_update
2024-08-05,93.77,93.77,90.44,90.79,60452097,UPCOMINDEX,vnstock_local_update
2024-08-06,90.79,92.26,90.69,92.22,35514897,UPCOMINDEX,vnstock_local_update
2024-08-07,92.23,92.41,91.62,92.03,32918732,UPCOMINDEX,vnstock_local_update
2024-08-08,92.04,92.62,91.85,92.12,42390294,UPCOMINDEX,vnstock_local_update
2024-08-09,92.13,92.88,92.13,92.8,48203648,UPCOMINDEX,vnstock_local_update
2024-08-12,92.82,93.4,92.57,93.0,37546530,UPCOMINDEX,vnstock_local_update
2024-08-13,93.01,93.27,92.49,92.79,44950653,UPCOMINDEX,vnstock_local_update
2024-08-14,92.8,93.06,92.3,92.65,35989514,UPCOMINDEX,vnstock_local_update
2024-08-15,92.65,92.9,92.01,92.18,29211325,UPCOMINDEX,vnstock_local_update
2024-08-16,92.18,93.45,92.17,93.44,71436079,UPCOMINDEX,vnstock_local_update
2024-08-19,93.45,93.87,93.42,93.72,41724805,UPCOMINDEX,vnstock_local_update
2024-08-20,93.73,94.23,93.61,94.1,45437542,UPCOMINDEX,vnstock_local_update
2024-08-21,94.11,94.48,94.07,94.48,52263632,UPCOMINDEX,vnstock_local_update
2024-08-22,94.49,94.79,94.23,94.49,32944559,UPCOMINDEX,vnstock_local_update
2024-08-23,94.49,94.58,93.96,94.41,46438184,UPCOMINDEX,vnstock_local_update
2024-08-26,94.4,94.75,93.9,94.16,32819495,UPCOMINDEX,vnstock_local_update
2024-08-27,94.16,94.21,93.79,94.15,31223577,UPCOMINDEX,vnstock_local_update
2024-08-28,94.15,94.31,93.66,94.13,30685297,UPCOMINDEX,vnstock_local_update
2024-08-29,94.14,94.3,93.57,93.85,22728523,UPCOMINDEX,vnstock_local_update
2024-08-30,93.85,94.17,93.73,94.17,30836393,UPCOMINDEX,vnstock_local_update
2024-09-04,94.17,94.2,93.47,93.75,32219833,UPCOMINDEX,vnstock_local_update
2024-09-05,93.76,94.07,93.25,93.47,31993934,UPCOMINDEX,vnstock_local_update
2024-09-06,93.47,93.8,92.96,93.37,33404515,UPCOMINDEX,vnstock_local_update
2024-09-09,93.37,93.43,92.83,93.0,22569755,UPCOMINDEX,vnstock_local_update
2024-09-10,93.01,93.28,92.29,92.36,29670225,UPCOMINDEX,vnstock_local_update
2024-09-11,92.36,92.5,91.81,92.32,23102864,UPCOMINDEX,vnstock_local_update
2024-09-12,92.32,92.76,92.05,92.73,19836740,UPCOMINDEX,vnstock_local_update
2024-09-13,92.73,93.0,92.34,92.95,28320557,UPCOMINDEX,vnstock_local_update
2024-09-16,92.95,93.14,92.01,92.57,21854809,UPCOMINDEX,vnstock_local_update
2024-09-17,92.58,93.12,92.22,93.12,24247754,UPCOMINDEX,vnstock_local_update
2024-09-18,93.12,93.47,92.89,93.47,56373946,UPCOMINDEX,vnstock_local_update
2024-09-19,93.48,93.63,92.34,93.63,38923265,UPCOMINDEX,vnstock_local_update
2024-09-20,93.63,94.01,93.34,93.63,53734367,UPCOMINDEX,vnstock_local_update
2024-09-23,93.64,93.85,93.17,93.65,26718591,UPCOMINDEX,vnstock_local_update
2024-09-24,93.66,93.93,93.35,93.81,28951783,UPCOMINDEX,vnstock_local_update
2024-09-25,93.81,93.82,93.02,93.5,39745127,UPCOMINDEX,vnstock_local_update
2024-09-26,93.5,93.7,93.23,93.5,54724228,UPCOMINDEX,vnstock_local_update
2024-09-27,93.52,94.34,93.4,93.9,72445763,UPCOMINDEX,vnstock_local_update
2024-09-30,94.33,94.34,93.08,93.56,40611858,UPCOMINDEX,vnstock_local_update
2024-10-01,93.61,93.76,93.18,93.28,50843976,UPCOMINDEX,vnstock_local_update
2024-10-02,93.28,93.33,92.77,93.28,36471691,UPCOMINDEX,vnstock_local_update
2024-10-03,93.29,93.68,92.54,92.68,53404383,UPCOMINDEX,vnstock_local_update
2024-10-04,92.69,92.84,92.11,92.37,40266346,UPCOMINDEX,vnstock_local_update
2024-10-07,92.37,92.87,92.11,92.47,26246686,UPCOMINDEX,vnstock_local_update
2024-10-08,92.47,92.72,92.08,92.45,33507174,UPCOMINDEX,vnstock_local_update
2024-10-09,92.45,92.53,91.95,92.45,29451655,UPCOMINDEX,vnstock_local_update
2024-10-10,92.45,92.95,92.34,92.57,32282914,UPCOMINDEX,vnstock_local_update
2024-10-11,92.58,92.74,92.13,92.6,38245399,UPCOMINDEX,vnstock_local_update
2024-10-14,92.6,92.93,92.26,92.38,28537840,UPCOMINDEX,vnstock_local_update
2024-10-15,92.39,92.65,91.96,92.17,40484823,UPCOMINDEX,vnstock_local_update
2024-10-16,92.18,92.44,91.9,92.32,22124381,UPCOMINDEX,vnstock_local_update
2024-10-17,92.32,92.7,91.96,92.7,24496208,UPCOMINDEX,vnstock_local_update
2024-10-18,92.7,93.0,92.51,92.7,30432485,UPCOMINDEX,vnstock_local_update
2024-10-21,92.7,92.87,91.99,92.14,32533685,UPCOMINDEX,vnstock_local_update
2024-10-22,92.15,92.17,91.61,91.73,35712217,UPCOMINDEX,vnstock_local_update
2024-10-23,91.73,92.12,91.42,92.12,20563211,UPCOMINDEX,vnstock_local_update
2024-10-24,92.13,92.23,91.78,92.06,28984318,UPCOMINDEX,vnstock_local_update
2024-10-25,92.06,92.09,91.46,91.82,43155884,UPCOMINDEX,vnstock_local_update
2024-10-28,91.83,92.15,91.82,92.15,20380568,UPCOMINDEX,vnstock_local_update
2024-10-29,92.15,92.4,91.93,92.32,22619774,UPCOMINDEX,vnstock_local_update
2024-10-30,92.33,92.82,92.07,92.46,26581490,UPCOMINDEX,vnstock_local_update
2024-10-31,92.47,92.56,92.05,92.38,30400557,UPCOMINDEX,vnstock_local_update
2024-11-01,92.39,92.51,91.63,91.96,38320035,UPCOMINDEX,vnstock_local_update
2024-11-04,91.97,92.2,91.46,91.61,21770484,UPCOMINDEX,vnstock_local_update
2024-11-05,91.61,91.91,91.56,91.9,17534896,UPCOMINDEX,vnstock_local_update
2024-11-06,91.91,92.72,91.86,92.71,26533674,UPCOMINDEX,vnstock_local_update
2024-11-07,92.72,92.88,92.21,92.32,23206954,UPCOMINDEX,vnstock_local_update
2024-11-08,92.33,92.45,91.9,92.15,32640899,UPCOMINDEX,vnstock_local_update
2024-11-11,92.16,92.4,91.88,92.4,36247544,UPCOMINDEX,vnstock_local_update
2024-11-12,92.4,92.83,92.12,92.39,28359549,UPCOMINDEX,vnstock_local_update
2024-11-13,92.39,92.42,91.65,92.35,29871979,UPCOMINDEX,vnstock_local_update
2024-11-14,92.35,92.38,91.73,91.87,34074360,UPCOMINDEX,vnstock_local_update
2024-11-15,91.87,91.92,91.16,91.33,43430395,UPCOMINDEX,vnstock_local_update
2024-11-18,91.34,91.86,91.03,91.64,25657752,UPCOMINDEX,vnstock_local_update
2024-11-19,91.67,91.68,90.15,90.3,24897477,UPCOMINDEX,vnstock_local_update
2024-11-20,90.3,91.12,90.24,91.09,29307255,UPCOMINDEX,vnstock_local_update
2024-11-21,91.1,91.54,90.98,91.5,27760737,UPCOMINDEX,vnstock_local_update
2024-11-22,91.51,91.83,90.98,91.7,33443140,UPCOMINDEX,vnstock_local_update
2024-11-25,91.7,91.9,91.18,91.82,19947580,UPCOMINDEX,vnstock_local_update
2024-11-26,91.82,92.24,91.55,92.06,21825319,UPCOMINDEX,vnstock_local_update
2024-11-27,92.07,92.36,91.46,91.96,25979836,UPCOMINDEX,vnstock_local_update
2024-11-28,91.97,92.6,91.84,92.35,25815039,UPCOMINDEX,vnstock_local_update
2024-11-29,92.35,92.74,92.05,92.74,31693957,UPCOMINDEX,vnstock_local_update
2024-12-02,92.74,92.85,92.3,92.44,22153667,UPCOMINDEX,vnstock_local_update
2024-12-03,92.45,92.67,91.99,92.44,22918136,UPCOMINDEX,vnstock_local_update
2024-12-04,92.44,92.57,92.02,92.44,25527745,UPCOMINDEX,vnstock_local_update
2024-12-05,92.47,92.95,92.19,92.95,45707869,UPCOMINDEX,vnstock_local_update
2024-12-06,92.95,93.21,92.55,92.81,43848105,UPCOMINDEX,vnstock_local_update
2024-12-09,92.81,93.0,92.43,92.91,28424599,UPCOMINDEX,vnstock_local_update
2024-12-10,92.91,93.23,92.45,92.74,40875911,UPCOMINDEX,vnstock_local_update
2024-12-11,92.74,93.23,92.5,92.74,40919053,UPCOMINDEX,vnstock_local_update
2024-12-12,92.75,93.01,92.43,92.68,34955287,UPCOMINDEX,vnstock_local_update
2024-12-13,92.68,92.92,92.33,92.54,43527891,UPCOMINDEX,vnstock_local_update
2024-12-16,92.54,92.9,92.37,92.64,27938052,UPCOMINDEX,vnstock_local_update
2024-12-17,92.58,92.98,92.39,92.77,24067459,UPCOMINDEX,vnstock_local_update
2024-12-18,92.77,93.14,92.77,93.07,40648178,UPCOMINDEX,vnstock_local_update
2024-12-19,93.07,93.12,92.29,92.73,46042249,UPCOMINDEX,vnstock_local_update
2024-12-20,92.73,93.41,92.64,93.39,68792498,UPCOMINDEX,vnstock_local_update
2024-12-23,93.14,93.74,93.14,93.72,46165610,UPCOMINDEX,vnstock_local_update
2024-12-24,93.72,94.08,93.55,94.02,58705631,UPCOMINDEX,vnstock_local_update
2024-12-25,94.02,94.61,93.96,94.59,64237461,UPCOMINDEX,vnstock_local_update
2024-12-26,94.6,94.98,94.17,94.41,44739830,UPCOMINDEX,vnstock_local_update
2024-12-27,94.22,94.78,94.12,94.48,59692253,UPCOMINDEX,vnstock_local_update
2024-12-30,94.48,95.0,94.14,95.0,27934528,UPCOMINDEX,vnstock_local_update
2024-12-31,95.01,95.32,94.6,95.06,38897671,UPCOMINDEX,vnstock_local_update
2025-01-02,94.87,95.32,94.56,95.05,35017283,UPCOMINDEX,vnstock_local_update
2025-01-03,95.15,95.53,93.85,94.34,56604580,UPCOMINDEX,vnstock_local_update
2025-01-06,94.34,94.44,93.4,93.62,42295824,UPCOMINDEX,vnstock_local_update
2025-01-07,93.61,93.8,93.0,93.0,29494961,UPCOMINDEX,vnstock_local_update
2025-01-08,92.94,93.54,92.89,93.54,52713942,UPCOMINDEX,vnstock_local_update
2025-01-09,93.53,93.73,92.83,93.09,44996144,UPCOMINDEX,vnstock_local_update
2025-01-10,93.09,93.19,91.82,92.15,44644162,UPCOMINDEX,vnstock_local_update
2025-01-13,92.21,92.28,91.47,92.22,27463675,UPCOMINDEX,vnstock_local_update
2025-01-14,92.22,92.37,91.69,92.12,23364747,UPCOMINDEX,vnstock_local_update
2025-01-15,92.13,92.29,91.95,92.27,25593481,UPCOMINDEX,vnstock_local_update
2025-01-16,92.27,92.63,92.21,92.42,25086603,UPCOMINDEX,vnstock_local_update
2025-01-17,92.42,93.11,92.11,93.11,40657255,UPCOMINDEX,vnstock_local_update
2025-01-20,93.11,93.43,92.61,92.8,33031791,UPCOMINDEX,vnstock_local_update
2025-01-21,92.81,93.07,92.39,92.84,43094650,UPCOMINDEX,vnstock_local_update
2025-01-22,92.84,93.36,92.75,93.08,30312049,UPCOMINDEX,vnstock_local_update
2025-01-23,93.09,93.89,93.09,93.88,37367076,UPCOMINDEX,vnstock_local_update
