date,open,high,low,close,volume,symbol,data_source
2025-02-20,236.84,239.3,236.84,238.02,62461991,HNXINDEX,vnstock_local_update
2025-02-21,238.02,238.84,236.54,237.57,66960037,HNXINDEX,vnstock_local_update
2025-02-24,235.97,238.54,235.76,238.49,60178906,HNXINDEX,vnstock_local_update
2025-02-25,237.0,240.13,235.23,238.31,73602370,HNXINDEX,vnstock_local_update
2025-02-26,238.19,239.59,237.89,238.6,64348696,HNXINDEX,vnstock_local_update
2025-02-27,238.6,239.77,236.84,239.39,70202016,HNXINDEX,vnstock_local_update
2025-02-28,239.39,240.56,238.42,239.19,62451416,HNXINDEX,vnstock_local_update
2025-03-03,239.08,239.62,238.04,238.34,75406558,HNXINDEX,vnstock_local_update
2025-03-04,238.34,238.39,235.44,237.35,58726078,HNXINDEX,vnstock_local_update
2025-03-05,236.47,238.48,235.39,235.41,51788161,HNXINDEX,vnstock_local_update
2025-03-06,235.28,238.01,234.87,238.01,73086785,HNXINDEX,vnstock_local_update
2025-03-07,237.13,239.28,237.13,238.41,74756457,HNXINDEX,vnstock_local_update
2025-03-10,238.41,240.81,238.32,239.5,56390955,HNXINDEX,vnstock_local_update
2025-03-11,238.96,240.58,237.11,240.58,55591077,HNXINDEX,vnstock_local_update
2025-03-12,240.69,242.46,240.47,241.87,69918512,HNXINDEX,vnstock_local_update
2025-03-13,240.16,244.77,239.46,241.31,62047849,HNXINDEX,vnstock_local_update
2025-03-14,240.8,244.22,239.44,242.73,72989796,HNXINDEX,vnstock_local_update
2025-03-17,242.82,246.98,242.37,246.77,56581490,HNXINDEX,vnstock_local_update
2025-03-18,246.77,250.38,246.66,247.03,47849311,HNXINDEX,vnstock_local_update
2025-03-19,247.01,247.97,243.45,245.28,45128401,HNXINDEX,vnstock_local_update
2025-03-20,245.24,247.17,244.14,245.77,66079290,HNXINDEX,vnstock_local_update
2025-03-21,244.17,246.8,243.36,245.82,43406741,HNXINDEX,vnstock_local_update
2025-03-24,245.82,246.49,243.79,246.0,50022148,HNXINDEX,vnstock_local_update
2025-03-25,245.21,247.32,242.21,244.56,53141921,HNXINDEX,vnstock_local_update
2025-03-26,244.29,245.3,240.66,241.33,53858208,HNXINDEX,vnstock_local_update
2025-03-27,241.27,241.71,238.48,239.54,46037178,HNXINDEX,vnstock_local_update
2025-03-28,239.4,240.45,237.14,238.2,54678974,HNXINDEX,vnstock_local_update
2025-03-31,238.11,238.11,234.37,235.06,50668074,HNXINDEX,vnstock_local_update
2025-04-01,235.01,236.5,233.2,236.42,46287808,HNXINDEX,vnstock_local_update
2025-04-02,236.43,238.57,236.05,238.13,49264256,HNXINDEX,vnstock_local_update
2025-04-03,237.59,237.59,219.13,220.95,145329341,HNXINDEX,vnstock_local_update
2025-04-04,220.74,220.95,206.09,216.97,128716092,HNXINDEX,vnstock_local_update
2025-04-08,216.97,216.97,200.4,201.04,84218834,HNXINDEX,vnstock_local_update
2025-04-09,200.97,200.97,190.83,192.58,119324195,HNXINDEX,vnstock_local_update
2025-04-10,192.45,208.46,191.98,208.32,51096910,HNXINDEX,vnstock_local_update
2025-04-11,208.72,215.83,207.24,213.34,133912155,HNXINDEX,vnstock_local_update
2025-04-14,212.5,215.87,212.43,215.0,87417697,HNXINDEX,vnstock_local_update
2025-04-15,214.97,214.97,210.06,210.24,70911943,HNXINDEX,vnstock_local_update
2025-04-16,209.36,211.46,208.48,209.41,53232590,HNXINDEX,vnstock_local_update
2025-04-17,209.37,209.94,207.6,209.58,54480052,HNXINDEX,vnstock_local_update
2025-04-18,209.58,214.79,208.53,213.1,92189777,HNXINDEX,vnstock_local_update
2025-04-21,211.62,213.96,210.7,211.47,62526920,HNXINDEX,vnstock_local_update
2025-04-22,211.05,211.3,199.79,207.71,119847863,HNXINDEX,vnstock_local_update
2025-04-23,206.55,211.65,205.5,211.45,59850621,HNXINDEX,vnstock_local_update
2025-04-24,211.14,213.32,210.34,211.07,60455583,HNXINDEX,vnstock_local_update
2025-04-25,210.44,212.31,209.96,211.72,57203206,HNXINDEX,vnstock_local_update
2025-04-28,211.72,212.64,210.91,211.45,41108810,HNXINDEX,vnstock_local_update
2025-04-29,211.43,213.3,211.35,211.94,43826557,HNXINDEX,vnstock_local_update
2025-05-05,212.57,213.48,210.9,212.81,40886879,HNXINDEX,vnstock_local_update
2025-05-06,212.49,214.46,212.49,212.89,65828167,HNXINDEX,vnstock_local_update
2025-05-07,212.78,213.51,211.71,213.41,59068186,HNXINDEX,vnstock_local_update
2025-05-08,213.58,215.31,213.41,215.21,62988420,HNXINDEX,vnstock_local_update
2025-05-09,215.37,216.03,213.03,214.13,59935602,HNXINDEX,vnstock_local_update
2025-05-12,214.38,216.04,213.99,216.04,56266307,HNXINDEX,vnstock_local_update
2025-05-13,217.19,219.33,216.04,217.93,73385993,HNXINDEX,vnstock_local_update
2025-05-14,218.01,218.97,216.74,218.88,87908829,HNXINDEX,vnstock_local_update
2025-05-15,219.4,219.99,217.16,219.28,79814101,HNXINDEX,vnstock_local_update
2025-05-16,219.37,220.6,217.97,218.69,81087241,HNXINDEX,vnstock_local_update
2025-05-19,218.62,218.69,216.8,217.24,61079209,HNXINDEX,vnstock_local_update
2025-05-20,217.31,218.27,216.34,217.7,57083985,HNXINDEX,vnstock_local_update
2025-05-21,217.87,218.53,215.98,217.46,68708217,HNXINDEX,vnstock_local_update
2025-05-22,217.36,217.99,215.81,216.79,89134722,HNXINDEX,vnstock_local_update
2025-05-23,216.77,217.58,215.82,216.32,57087506,HNXINDEX,vnstock_local_update
2025-05-26,216.5,219.41,214.68,219.41,79527098,HNXINDEX,vnstock_local_update
2025-05-27,219.72,222.23,219.41,221.79,122736091,HNXINDEX,vnstock_local_update
2025-05-28,222.34,224.76,221.79,223.56,93042312,HNXINDEX,vnstock_local_update
2025-05-29,225.18,225.6,223.3,224.3,81256635,HNXINDEX,vnstock_local_update
2025-05-30,224.56,225.29,222.06,223.22,99075838,HNXINDEX,vnstock_local_update
2025-06-02,223.11,226.17,222.21,226.17,95689784,HNXINDEX,vnstock_local_update
2025-06-03,226.8,229.73,226.17,228.94,140331112,HNXINDEX,vnstock_local_update
2025-06-04,229.39,231.26,228.94,230.83,92186108,HNXINDEX,vnstock_local_update
2025-06-05,231.29,232.12,229.79,231.19,107181961,HNXINDEX,vnstock_local_update
2025-06-06,231.06,231.46,228.28,228.61,115042965,HNXINDEX,vnstock_local_update
2025-06-09,228.81,229.18,225.56,226.49,86097804,HNXINDEX,vnstock_local_update
2025-06-10,226.35,227.64,225.74,226.4,69387061,HNXINDEX,vnstock_local_update
2025-06-11,226.41,227.05,224.69,226.23,66328112,HNXINDEX,vnstock_local_update
2025-06-12,226.57,228.0,226.23,227.73,74338361,HNXINDEX,vnstock_local_update
2025-06-13,227.63,227.73,223.12,224.82,159631054,HNXINDEX,vnstock_local_update
2025-06-16,224.82,228.25,224.82,228.12,68082425,HNXINDEX,vnstock_local_update
2025-06-17,227.69,229.45,227.3,228.24,82340363,HNXINDEX,vnstock_local_update
2025-06-18,228.79,229.48,226.83,228.2,70629821,HNXINDEX,vnstock_local_update
2025-06-19,228.15,228.52,226.61,227.56,77609564,HNXINDEX,vnstock_local_update
2025-06-20,228.1,228.75,226.32,227.07,70397624,HNXINDEX,vnstock_local_update
2025-06-23,226.91,227.42,225.83,227.42,88336937,HNXINDEX,vnstock_local_update
2025-06-24,227.14,228.5,227.14,227.79,102568919,HNXINDEX,vnstock_local_update
2025-06-25,227.88,228.74,227.04,227.66,69456454,HNXINDEX,vnstock_local_update
2025-06-26,227.86,228.16,226.72,227.7,62927183,HNXINDEX,vnstock_local_update
2025-06-27,228.22,229.21,226.85,227.81,65386789,HNXINDEX,vnstock_local_update
2025-06-30,228.02,229.22,227.75,229.22,65386544,HNXINDEX,vnstock_local_update
2025-07-01,229.04,229.65,227.68,228.45,79041537,HNXINDEX,vnstock_local_update
2025-07-02,228.03,231.62,228.03,231.62,100986960,HNXINDEX,vnstock_local_update
2025-07-03,231.71,232.83,229.83,230.93,134784426,HNXINDEX,vnstock_local_update
2025-07-04,231.0,232.91,230.91,232.51,89613886,HNXINDEX,vnstock_local_update
2025-07-07,232.89,235.9,232.51,235.9,122256742,HNXINDEX,vnstock_local_update
2025-07-08,236.94,238.4,235.87,237.68,104504949,HNXINDEX,vnstock_local_update
2025-07-09,237.66,239.88,237.62,238.63,159004583,HNXINDEX,vnstock_local_update
2025-07-10,239.01,240.04,237.77,238.44,109222028,HNXINDEX,vnstock_local_update
2025-07-11,238.86,240.05,237.96,238.81,140553858,HNXINDEX,vnstock_local_update
2025-07-14,239.36,239.99,236.9,239.61,136216630,HNXINDEX,vnstock_local_update
2025-07-15,240.37,242.57,239.61,240.33,162009943,HNXINDEX,vnstock_local_update
2025-07-16,240.46,242.35,239.78,242.35,156660565,HNXINDEX,vnstock_local_update
2025-07-17,242.66,247.72,242.35,246.09,192886760,HNXINDEX,vnstock_local_update
2025-07-18,247.39,250.54,246.09,247.77,178101450,HNXINDEX,vnstock_local_update
2025-07-21,248.36,250.15,244.99,245.79,151869899,HNXINDEX,vnstock_local_update
2025-07-22,245.73,247.85,244.61,247.85,146786217,HNXINDEX,vnstock_local_update
2025-07-23,248.55,251.3,247.85,249.33,153976155,HNXINDEX,vnstock_local_update
2025-07-24,249.89,251.53,248.4,250.67,136619447,HNXINDEX,vnstock_local_update
2025-07-25,252.42,254.56,250.67,254.56,163828788,HNXINDEX,vnstock_local_update
2025-07-28,255.55,263.79,254.56,263.79,194384356,HNXINDEX,vnstock_local_update
2025-07-29,266.16,269.64,254.15,255.36,315587619,HNXINDEX,vnstock_local_update
2025-07-30,255.87,261.51,255.36,261.51,178616004,HNXINDEX,vnstock_local_update
2025-07-31,263.92,266.52,260.17,266.34,195617128,HNXINDEX,vnstock_local_update
2025-08-01,267.64,268.02,262.88,264.93,187392908,HNXINDEX,vnstock_local_update
2025-08-04,264.05,268.35,262.88,268.34,160854348,HNXINDEX,vnstock_local_update
2025-08-05,269.46,272.87,261.04,266.12,258325850,HNXINDEX,vnstock_local_update
2025-08-06,266.27,268.66,266.12,268.66,131160620,HNXINDEX,vnstock_local_update
2025-08-07,270.22,271.73,268.65,270.86,131637529,HNXINDEX,vnstock_local_update
2025-08-08,271.39,273.23,268.14,272.46,218192037,HNXINDEX,vnstock_local_update
2025-08-11,273.23,276.6,272.46,276.46,164030083,HNXINDEX,vnstock_local_update
2025-08-12,275.86,277.17,272.91,276.47,141950428,HNXINDEX,vnstock_local_update
2025-08-13,277.21,279.69,273.95,279.69,228562083,HNXINDEX,vnstock_local_update
2025-08-14,281.09,285.15,281.09,285.15,184781302,HNXINDEX,vnstock_local_update
2025-08-15,286.91,289.07,279.76,282.34,210919880,HNXINDEX,vnstock_local_update
2025-08-18,283.04,284.16,280.98,283.87,153675543,HNXINDEX,vnstock_local_update
2025-08-19,284.7,288.69,284.44,286.45,190110788,HNXINDEX,vnstock_local_update
2025-08-20,286.79,287.16,275.42,283.73,220447665,HNXINDEX,vnstock_local_update
2025-08-21,284.4,288.07,283.64,284.39,150982113,HNXINDEX,vnstock_local_update
2025-08-22,283.58,283.77,270.73,272.48,204556524,HNXINDEX,vnstock_local_update
2025-08-25,272.75,275.19,265.08,266.58,121820740,HNXINDEX,vnstock_local_update
2025-08-26,265.05,275.79,265.02,275.79,114612929,HNXINDEX,vnstock_local_update
2025-08-27,276.86,279.5,276.15,276.38,131849508,HNXINDEX,vnstock_local_update
2025-08-28,276.61,277.59,274.78,276.63,101735079,HNXINDEX,vnstock_local_update
2025-08-29,277.31,282.26,277.19,279.98,146143540,HNXINDEX,vnstock_local_update
2025-09-03,280.45,282.83,280.15,282.7,121239069,HNXINDEX,vnstock_local_update
2025-09-04,282.96,286.0,282.68,283.99,114386133,HNXINDEX,vnstock_local_update
2025-09-05,285.17,288.32,280.67,280.67,174584825,HNXINDEX,vnstock_local_update
2025-09-08,280.12,281.59,271.57,271.57,176510653,HNXINDEX,vnstock_local_update
2025-09-09,271.73,274.82,270.95,274.82,95412041,HNXINDEX,vnstock_local_update
2025-09-10,275.53,277.05,273.01,274.6,166175729,HNXINDEX,vnstock_local_update
2025-09-11,274.44,274.77,267.68,274.18,120485637,HNXINDEX,vnstock_local_update
2025-09-12,275.13,277.39,275.13,276.51,92922994,HNXINDEX,vnstock_local_update
2025-09-15,277.39,280.69,277.39,280.69,181054480,HNXINDEX,vnstock_local_update
2025-09-16,281.79,283.71,277.08,278.98,100770839,HNXINDEX,vnstock_local_update
2025-09-17,279.12,281.01,277.23,277.63,189091858,HNXINDEX,vnstock_local_update
2025-09-18,277.74,279.01,276.11,276.92,108306139,HNXINDEX,vnstock_local_update
2025-09-19,277.16,278.3,273.86,276.24,69013892,HNXINDEX,vnstock_local_update
2025-09-22,276.39,277.66,271.55,274.23,112325351,HNXINDEX,vnstock_local_update
2025-09-23,274.5,275.89,273.01,273.01,69196878,HNXINDEX,vnstock_local_update
2025-09-24,273.67,277.28,272.06,277.28,94211148,HNXINDEX,vnstock_local_update
2025-09-25,277.64,280.13,277.61,277.65,93092617,HNXINDEX,vnstock_local_update
2025-09-26,277.88,278.53,275.58,276.06,111131327,HNXINDEX,vnstock_local_update
2025-09-29,276.04,277.28,274.56,275.15,79640427,HNXINDEX,vnstock_local_update
2025-09-30,274.87,275.88,269.24,273.16,118636720,HNXINDEX,vnstock_local_update
2025-10-01,273.34,274.53,272.56,273.22,69122561,HNXINDEX,vnstock_local_update
2025-10-02,273.25,274.48,269.04,269.55,74543940,HNXINDEX,vnstock_local_update
2025-10-03,269.67,269.67,265.55,265.75,99872086,HNXINDEX,vnstock_local_update
2025-10-06,266.12,275.27,266.12,274.69,100534149,HNXINDEX,vnstock_local_update
2025-10-07,275.11,276.16,272.81,272.87,107532175,HNXINDEX,vnstock_local_update
2025-10-08,276.28,278.16,272.01,273.34,117909178,HNXINDEX,vnstock_local_update
2025-10-09,273.44,274.94,272.94,274.94,76634873,HNXINDEX,vnstock_local_update
2025-10-10,275.4,276.51,273.38,273.62,96288902,HNXINDEX,vnstock_local_update
2025-10-13,271.43,276.21,270.92,275.35,141830545,HNXINDEX,vnstock_local_update
2025-10-14,276.31,279.39,274.88,275.33,140280912,HNXINDEX,vnstock_local_update
2025-10-15,275.3,276.89,273.83,276.12,96191481,HNXINDEX,vnstock_local_update
2025-10-16,276.73,278.63,275.66,277.08,105894848,HNXINDEX,vnstock_local_update
2025-10-17,277.45,278.8,275.17,276.11,104183253,HNXINDEX,vnstock_local_update
2025-10-20,275.54,278.91,263.02,263.02,190279129,HNXINDEX,vnstock_local_update
2025-10-21,262.43,266.99,259.4,264.65,163739169,HNXINDEX,vnstock_local_update
2025-10-22,265.59,268.69,262.06,268.69,127523315,HNXINDEX,vnstock_local_update
2025-10-23,269.29,269.86,266.38,266.78,82615858,HNXINDEX,vnstock_local_update
2025-10-24,267.21,268.84,264.65,267.28,116502840,HNXINDEX,vnstock_local_update
2025-10-27,269.13,270.46,265.36,265.36,102207111,HNXINDEX,vnstock_local_update
2025-10-28,265.2,267.17,261.9,266.78,112268627,HNXINDEX,vnstock_local_update
2025-10-29,267.44,270.03,267.29,268.04,91773074,HNXINDEX,vnstock_local_update
2025-10-30,268.17,269.95,266.02,266.96,81650252,HNXINDEX,vnstock_local_update
2025-10-31,267.33,269.04,265.51,265.85,82682905,HNXINDEX,vnstock_local_update
2025-11-03,266.07,267.54,259.18,259.18,133499395,HNXINDEX,vnstock_local_update
2025-11-04,258.6,265.91,255.61,265.91,131323318,HNXINDEX,vnstock_local_update
2025-11-05,266.45,266.93,265.02,266.7,88220884,HNXINDEX,vnstock_local_update
2025-11-06,267.06,267.5,263.76,266.15,85562343,HNXINDEX,vnstock_local_update
2025-11-07,265.89,266.45,259.79,260.11,99433819,HNXINDEX,vnstock_local_update
2025-11-10,259.97,261.76,256.83,258.18,82295967,HNXINDEX,vnstock_local_update
2025-11-11,258.18,261.1,257.68,261.08,56885712,HNXINDEX,vnstock_local_update
2025-11-12,261.25,265.1,261.18,264.79,67481047,HNXINDEX,vnstock_local_update
2025-11-13,264.95,267.46,264.22,266.29,90329509,HNXINDEX,vnstock_local_update
2025-11-14,265.96,268.2,265.31,267.61,83315689,HNXINDEX,vnstock_local_update
2025-11-17,268.57,269.76,267.8,268.69,77834279,HNXINDEX,vnstock_local_update
2025-11-18,268.67,269.95,264.95,267.36,72609685,HNXINDEX,vnstock_local_update
2025-11-19,266.75,267.97,263.87,265.03,78298382,HNXINDEX,vnstock_local_update
2025-11-20,265.19,265.78,261.95,264.23,55858827,HNXINDEX,vnstock_local_update
2025-11-21,263.63,264.0,260.78,263.13,72968518,HNXINDEX,vnstock_local_update
2025-11-24,263.49,264.91,261.22,261.22,43745884,HNXINDEX,vnstock_local_update
2025-11-25,260.89,261.93,256.51,257.3,82605567,HNXINDEX,vnstock_local_update
2025-11-26,257.72,262.12,257.64,261.91,56037818,HNXINDEX,vnstock_local_update
2025-11-27,262.3,263.36,260.35,261.43,49365566,HNXINDEX,vnstock_local_update
2025-11-28,261.42,261.9,258.66,259.91,64030262,HNXINDEX,vnstock_local_update
2025-12-01,260.29,261.08,257.42,257.91,54885617,HNXINDEX,vnstock_local_update
2025-12-02,258.13,258.87,255.41,258.87,69429646,HNXINDEX,vnstock_local_update
2025-12-03,258.98,260.11,258.28,259.67,62211359,HNXINDEX,vnstock_local_update
2025-12-04,260.04,262.66,260.04,262.31,77971291,HNXINDEX,vnstock_local_update
2025-12-05,262.8,264.8,259.57,260.65,64460764,HNXINDEX,vnstock_local_update
2025-12-08,260.8,261.58,258.16,258.68,54435220,HNXINDEX,vnstock_local_update
2025-12-09,258.72,259.05,254.59,257.14,77802047,HNXINDEX,vnstock_local_update
2025-12-10,257.35,257.81,255.44,256.48,44560094,HNXINDEX,vnstock_local_update
2025-12-11,257.51,258.31,255.03,255.87,46846580,HNXINDEX,vnstock_local_update
2025-12-12,255.88,256.96,250.03,250.09,97969699,HNXINDEX,vnstock_local_update
2025-12-15,249.87,251.95,249.13,249.37,64557656,HNXINDEX,vnstock_local_update
2025-12-16,249.54,255.65,248.05,255.08,81870434,HNXINDEX,vnstock_local_update
2025-12-17,255.02,256.42,252.9,253.12,47303028,HNXINDEX,vnstock_local_update
2025-12-18,252.73,254.07,252.03,253.23,47542638,HNXINDEX,vnstock_local_update
2025-12-19,253.22,255.88,250.81,253.97,77304827,HNXINDEX,vnstock_local_update
2025-12-22,254.11,257.29,254.11,257.23,71757923,HNXINDEX,vnstock_local_update
2025-12-23,257.34,257.93,254.1,255.47,67374890,HNXINDEX,vnstock_local_update
2025-12-24,255.65,257.39,251.45,252.6,60472073,HNXINDEX,vnstock_local_update
2025-12-25,252.8,255.39,250.98,250.98,68598008,HNXINDEX,vnstock_local_update
2025-12-26,250.36,251.91,246.43,250.53,101294699,HNXINDEX,vnstock_local_update
2025-12-29,250.56,251.77,250.56,251.22,59492312,HNXINDEX,vnstock_local_update
2025-12-30,251.55,252.21,248.22,250.5,94680495,HNXINDEX,vnstock_local_update
2025-12-31,250.66,251.38,247.89,248.77,59167264,HNXINDEX,vnstock_local_update
2026-01-05,248.91,251.33,245.76,246.74,78868025,HNXINDEX,vnstock_local_update
2026-01-06,246.81,248.52,244.67,246.52,106231106,HNXINDEX,vnstock_local_update
2026-01-07,246.98,249.82,246.94,249.4,77517000,HNXINDEX,vnstock_local_update
2026-01-08,249.72,250.99,246.98,249.1,101552361,HNXINDEX,vnstock_local_update
2026-01-09,249.39,250.55,246.04,247.1,114306645,HNXINDEX,vnstock_local_update
2026-01-12,247.17,251.88,244.88,251.88,115203419,HNXINDEX,vnstock_local_update
2026-01-13,252.98,254.29,251.87,252.85,109616749,HNXINDEX,vnstock_local_update
2026-01-14,253.17,254.59,251.38,253.32,129975542,HNXINDEX,vnstock_local_update
2026-01-15,253.7,254.13,249.59,253.16,86944717,HNXINDEX,vnstock_local_update
2026-01-16,253.55,255.35,251.71,252.28,103418768,HNXINDEX,vnstock_local_update
2026-01-19,252.89,255.57,252.89,254.95,96487960,HNXINDEX,vnstock_local_update
2026-01-20,255.41,256.9,252.91,253.11,90030678,HNXINDEX,vnstock_local_update
2026-01-21,252.9,253.39,249.93,252.66,115760980,HNXINDEX,vnstock_local_update
2026-01-22,253.46,258.43,252.35,258.43,117314098,HNXINDEX,vnstock_local_update
2026-01-23,258.49,258.76,252.13,252.96,92329096,HNXINDEX,vnstock_local_update
2026-01-26,252.74,253.62,246.46,247.3,90596848,HNXINDEX,vnstock_local_update
2026-01-27,247.17,252.85,247.17,252.84,62361663,HNXINDEX,vnstock_local_update
2026-01-28,252.15,256.52,250.31,252.47,104801216,HNXINDEX,vnstock_local_update
2026-01-29,252.48,254.35,251.03,252.72,75787931,HNXINDEX,vnstock_local_update
2026-01-30,253.45,256.86,253.32,256.13,97120044,HNXINDEX,vnstock_local_update
2026-02-02,255.93,260.39,255.9,260.39,93679170,HNXINDEX,vnstock_local_update
2026-02-03,263.74,265.71,263.74,265.18,90316388,HNXINDEX,vnstock_local_update
2026-02-04,265.44,268.97,263.62,265.95,87922108,HNXINDEX,vnstock_local_update
2026-02-05,266.35,267.68,262.67,263.04,98584051,HNXINDEX,vnstock_local_update
2026-02-06,263.17,263.17,256.28,256.28,109257710,HNXINDEX,vnstock_local_update
2026-02-09,257.35,258.28,254.76,256.01,47344363,HNXINDEX,vnstock_local_update
2026-02-10,256.44,258.34,250.95,253.77,65421789,HNXINDEX,vnstock_local_update
2026-02-11,253.9,256.86,253.36,255.86,61157329,HNXINDEX,vnstock_local_update
2026-02-12,256.43,256.98,255.0,256.48,46439464,HNXINDEX,vnstock_local_update
2026-02-13,256.38,257.28,254.98,257.06,53192066,HNXINDEX,vnstock_local_update
2026-02-23,257.72,261.96,257.72,261.83,62318047,HNXINDEX,vnstock_local_update
2026-02-24,262.11,264.05,261.77,262.72,78024545,HNXINDEX,vnstock_local_update
2026-02-25,262.97,265.33,261.97,263.23,81804437,HNXINDEX,vnstock_local_update
2026-02-26,263.83,264.07,260.97,262.33,58855480,HNXINDEX,vnstock_local_update
2026-02-27,262.52,263.69,261.32,262.82,93403850,HNXINDEX,vnstock_local_update
2026-03-02,261.7,261.7,256.84,259.0,138236825,HNXINDEX,vnstock_local_update
2026-03-03,259.87,261.52,258.63,260.01,117116769,HNXINDEX,vnstock_local_update
2026-03-04,259.92,260.96,250.48,257.85,138992029,HNXINDEX,vnstock_local_update
2026-03-05,258.9,260.12,255.96,257.59,149577829,HNXINDEX,vnstock_local_update
2026-03-06,257.8,258.91,251.23,253.64,105904231,HNXINDEX,vnstock_local_update
2026-03-09,250.26,250.26,233.4,235.36,140556686,HNXINDEX,vnstock_local_update
2026-03-10,236.69,242.07,235.61,240.07,139914244,HNXINDEX,vnstock_local_update
2026-03-11,240.15,247.02,240.03,247.02,85772333,HNXINDEX,vnstock_local_update
2026-03-12,247.19,247.85,243.0,247.85,89751432,HNXINDEX,vnstock_local_update
2026-03-13,247.86,248.44,243.97,245.84,124237559,HNXINDEX,vnstock_local_update
2026-03-16,246.13,247.48,243.17,245.74,94104148,HNXINDEX,vnstock_local_update
2026-03-17,246.33,248.88,246.2,246.86,77607494,HNXINDEX,vnstock_local_update
2026-03-18,247.69,248.68,245.23,247.78,100096521,HNXINDEX,vnstock_local_update
2026-03-19,247.28,247.28,243.82,245.73,84235056,HNXINDEX,vnstock_local_update
2026-03-20,245.78,246.08,239.81,243.46,81589141,HNXINDEX,vnstock_local_update
2026-03-23,242.14,242.51,236.17,237.54,96295843,HNXINDEX,vnstock_local_update
2026-03-24,239.44,243.81,239.44,243.81,68806901,HNXINDEX,vnstock_local_update
2026-03-25,244.69,249.71,244.53,249.67,111362699,HNXINDEX,vnstock_local_update
2026-03-26,249.99,250.27,246.95,248.21,65967873,HNXINDEX,vnstock_local_update
2026-03-27,248.37,252.36,248.32,252.36,105375338,HNXINDEX,vnstock_local_update
2026-03-30,250.39,251.35,249.35,250.59,76057629,HNXINDEX,vnstock_local_update
2026-03-31,250.89,252.76,249.96,250.98,111069408,HNXINDEX,vnstock_local_update
2026-04-01,252.63,254.48,250.36,251.46,97900796,HNXINDEX,vnstock_local_update
2026-04-02,251.7,251.74,248.7,250.36,67077718,HNXINDEX,vnstock_local_update
2026-04-03,250.67,251.36,247.61,248.68,63135929,HNXINDEX,vnstock_local_update
2026-04-06,248.74,248.97,244.76,245.03,59715738,HNXINDEX,vnstock_local_update
2026-04-07,244.76,246.91,243.82,246.7,56394466,HNXINDEX,vnstock_local_update
2026-04-08,250.24,253.39,249.86,253.32,107813644,HNXINDEX,vnstock_local_update
2026-04-09,253.07,253.12,250.18,250.98,83114675,HNXINDEX,vnstock_local_update
2026-04-10,251.07,252.47,250.6,251.91,90287645,HNXINDEX,vnstock_local_update
2026-04-13,250.74,253.18,250.25,251.66,78073442,HNXINDEX,vnstock_local_update
2026-04-14,252.86,254.06,251.28,252.41,69370858,HNXINDEX,vnstock_local_update
2026-04-15,252.97,254.21,252.28,252.72,113056652,HNXINDEX,vnstock_local_update
2026-04-16,252.89,256.49,252.43,256.49,67523970,HNXINDEX,vnstock_local_update
2026-04-17,256.58,261.8,256.5,260.0,101721912,HNXINDEX,vnstock_local_update
2026-04-20,260.49,260.98,256.11,257.33,47635674,HNXINDEX,vnstock_local_update
2026-04-21,257.35,259.27,252.91,253.27,68667338,HNXINDEX,vnstock_local_update
2026-04-22,253.3,256.76,252.5,255.36,80308571,HNXINDEX,vnstock_local_update
2026-04-23,255.34,256.31,250.85,253.23,76991072,HNXINDEX,vnstock_local_update
2026-04-24,253.34,253.73,250.62,251.95,74621784,HNXINDEX,vnstock_local_update
2026-04-28,251.87,252.87,248.8,249.44,62892591,HNXINDEX,vnstock_local_update
2026-04-29,249.43,251.7,249.17,250.66,62956744,HNXINDEX,vnstock_local_update
2026-05-04,251.07,252.53,248.39,250.04,78659194,HNXINDEX,vnstock_local_update
2026-05-05,250.13,250.61,246.36,247.42,68278902,HNXINDEX,vnstock_local_update
2026-05-06,247.35,249.11,247.33,248.46,95195712,HNXINDEX,vnstock_local_update
2026-05-07,248.67,249.44,247.49,247.76,62047494,HNXINDEX,vnstock_local_update
2026-05-08,247.26,248.49,245.4,246.49,48763194,HNXINDEX,vnstock_local_update
2026-05-11,246.86,249.16,246.7,248.06,67233400,HNXINDEX,vnstock_local_update
2026-05-12,248.14,253.41,248.01,253.28,43828485,HNXINDEX,vnstock_local_update
2026-05-13,254.02,255.86,253.13,254.62,81786356,HNXINDEX,vnstock_local_update
2026-05-14,256.53,257.42,254.75,255.07,38480046,HNXINDEX,vnstock_local_update
2026-05-15,257.46,259.95,256.55,257.42,62250433,HNXINDEX,vnstock_local_update
2026-05-18,255.92,260.34,255.88,259.25,98444357,HNXINDEX,vnstock_local_update
2026-05-19,259.6,262.2,258.81,259.5,80972904,HNXINDEX,vnstock_local_update
2026-05-20,262.18,262.88,256.22,261.33,89612993,HNXINDEX,vnstock_local_update
2026-05-21,264.69,265.74,263.38,264.37,53741749,HNXINDEX,vnstock_local_update
2026-05-22,267.91,268.72,264.71,267.51,84208699,HNXINDEX,vnstock_local_update
2026-05-25,267.69,272.38,265.67,271.8,52945769,HNXINDEX,vnstock_local_update
2026-05-26,271.9,278.3,271.89,278.15,84483387,HNXINDEX,vnstock_local_update
2026-05-27,282.92,283.63,281.43,282.23,43754834,HNXINDEX,vnstock_local_update
2026-05-28,287.07,288.08,285.34,285.56,51296620,HNXINDEX,vnstock_local_update
2026-05-29,290.16,294.94,289.84,294.94,49712365,HNXINDEX,vnstock_local_update
2026-06-01,305.11,305.66,304.31,305.18,53019398,HNXINDEX,vnstock_local_update
